srcAddr,dstAddr,srcPort,dstPort,proto,PPX,PBT,PX,NNP,NSP,PSP,PNP,out,in,IOPR,dur,FPS,TBT,APL,PV,BS,PPS,AIT,HTTPM0,HTTPM1,HTTPM2,HTTPM3,HTTPM4,malicious
,,0,0,3,0.9998420170761642,1.2624133828068043,2569492,2569491,1054084,41.023050470676694,99.99996108180139,2569492,0,0.0,2569491.000008,0,172705700,0.0,0.0,67.2139735066059,1.0000003891790241,0.0014008194682061667,0,0,0,0,2569492,1
