srcAddr,dstAddr,srcPort,dstPort,proto,PPX,PBT,PX,NNP,NSP,PSP,PNP,out,in,IOPR,dur,FPS,TBT,APL,PV,BS,PPS,AIT,HTTPM0,HTTPM1,HTTPM2,HTTPM3,HTTPM4,malicious
,,0,0,3,0.9998407771717609,1.2530661408733197,1946647,1946646,839423,43.12156877249706,99.999948629618,1946647,0,0.0,1946646.0,0,134647132,0.0,0.0,69.16878158637985,1.000000513704084,0.0018490107584991013,0,0,0,0,1946647,1
