srcAddr,dstAddr,srcPort,dstPort,proto,PPX,PBT,PX,NNP,NSP,PSP,PNP,out,in,IOPR,dur,FPS,TBT,APL,PV,BS,PPS,AIT,HTTPM0,HTTPM1,HTTPM2,HTTPM3,HTTPM4,malicious
,,0,0,3,0.9997585210040948,1.2444721698592491,1747142,1747141,749799,42.91579381160067,99.99994276366775,1747142,0,0.0,1747141.00001,0,124204469,0.0,0.0,71.09012323521061,1.0000005723579264,0.0020606081697995926,0,0,0,0,1747142,1
