srcAddr,dstAddr,srcPort,dstPort,proto,PPX,PBT,PX,NNP,NSP,PSP,PNP,out,in,IOPR,dur,FPS,TBT,APL,PV,BS,PPS,AIT,HTTPM0,HTTPM1,HTTPM2,HTTPM3,HTTPM4,malicious
,,0,0,3,0.9997696883262985,1.2661630091204104,2483019,2483019,1032784,41.59391578873604,100.0,2483019,0,0.0,2483018.000007,0,165040256,0.0,0.0,66.46760353712085,1.000000402732884,0.0014496080066241943,0,0,0,0,2483019,1
