srcAddr,dstAddr,srcPort,dstPort,proto,PPX,PBT,PX,NNP,NSP,PSP,PNP,out,in,IOPR,dur,FPS,TBT,APL,PV,BS,PPS,AIT,HTTPM0,HTTPM1,HTTPM2,HTTPM3,HTTPM4,malicious
,,0,0,3,0.9995688213732237,1.2584878943414737,1993673,1993672,794061,39.82912910819198,99.99994984132302,1993673,0,0.0,1993672.000006,0,135446631,0.0,0.0,67.93827219301488,1.0000005015840119,0.001805907986415024,0,0,0,0,1993673,1
