srcAddr,dstAddr,srcPort,dstPort,proto,PPX,PBT,PX,NNP,NSP,PSP,PNP,out,in,IOPR,dur,FPS,TBT,APL,PV,BS,PPS,AIT,HTTPM0,HTTPM1,HTTPM2,HTTPM3,HTTPM4,malicious
,,0,0,3,0.999497988777825,1.2550035696359958,1887456,1887455,772955,40.95221292575827,99.99994701863248,1887456,0,0.0,1887455.0,0,129593211,0.0,0.0,68.66029176854548,1.0000005298139558,0.0019075391881982944,0,0,0,0,1887456,1
