srcAddr,dstAddr,srcPort,dstPort,proto,PPX,PBT,PX,NNP,NSP,PSP,PNP,out,in,IOPR,dur,FPS,TBT,APL,PV,BS,PPS,AIT,HTTPM0,HTTPM1,HTTPM2,HTTPM3,HTTPM4,malicious
,,0,0,3,0.9997043121849796,1.2662359684534428,2346376,2346375,951400,40.54777426217882,99.9999573810847,2346376,0,0.0,2346375.0,0,155917110,0.0,0.0,66.45020936551063,1.0000004261893347,0.0015344406595532857,0,0,0,0,2346376,1
