srcAddr,dstAddr,srcPort,dstPort,proto,PPX,PBT,PX,NNP,NSP,PSP,PNP,out,in,IOPR,dur,FPS,TBT,APL,PV,BS,PPS,AIT,HTTPM0,HTTPM1,HTTPM2,HTTPM3,HTTPM4,malicious
,,0,0,3,0.9998318660958396,1.2675827258267303,2414336,2414335,978552,40.53096260166373,99.99995858074435,2414336,0,0.0,2414335.000052,0,159872264,0.0,0.0,66.21792915919153,1.00000041417119,0.0014912479712848585,0,0,0,0,2414336,1
