srcAddr,dstAddr,srcPort,dstPort,proto,PPX,PBT,PX,NNP,NSP,PSP,PNP,out,in,IOPR,dur,FPS,TBT,APL,PV,BS,PPS,AIT,HTTPM0,HTTPM1,HTTPM2,HTTPM3,HTTPM4,malicious
,,0,0,3,0.9999719658700041,1.2670296318118532,2568226,2568226,1072886,41.77560107966165,100.0,2568226,0,0.0,2568225.0,0,170584397,0.0,0.0,66.42112626424866,1.000000389373984,0.00140190087866099,0,0,0,0,2568226,1
