srcAddr,dstAddr,srcPort,dstPort,proto,PPX,PBT,PX,NNP,NSP,PSP,PNP,out,in,IOPR,dur,FPS,TBT,APL,PV,BS,PPS,AIT,HTTPM0,HTTPM1,HTTPM2,HTTPM3,HTTPM4,malicious
,,0,0,3,0.9998292227008652,1.264244521751213,2476487,2476487,1008820,40.73596246292628,100.0,2476487,0,0.0,2476486.000083,0,165483604,0.0,0.0,66.82194205598327,1.0000004037644468,0.001453821719637535,0,0,0,0,2476487,1
